C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_25_944.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_25_944.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_25_944.jpg, 0, 0, 0, 7.819757E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_26_046.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_26_046.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_26_046.jpg, 0, 0, 0, 7.808295E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_26_148.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_26_148.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_26_148.jpg, 0, 0, 0, 7.814696E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_26_248.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_26_248.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_26_248.jpg, 0, 0, 0, 7.820181E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_26_351.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_26_351.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_26_351.jpg, 0, 0, 0, 7.786279E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_26_454.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_26_454.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_26_454.jpg, 0, 0, 0, 7.786899E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_26_553.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_26_553.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_26_553.jpg, 0, 0, 0, 7.838571E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_26_655.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_26_655.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_26_655.jpg, 0, 0, 0, 7.919245E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_26_756.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_26_756.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_26_756.jpg, 0, 0, 0, 7.774652E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_26_857.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_26_857.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_26_857.jpg, 0, 0, 0, 7.84628E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_26_957.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_26_957.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_26_957.jpg, 0, 0, 0, 7.87297E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_27_059.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_27_059.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_27_059.jpg, 0, 0, 0, 7.869767E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_27_161.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_27_161.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_27_161.jpg, 0, 0, 0, 7.81843E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_27_263.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_27_263.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_27_263.jpg, 0, 0, 0, 7.842982E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_27_364.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_27_364.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_27_364.jpg, 0, 0, 0, 7.888594E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_27_466.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_27_466.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_27_466.jpg, 0, 0, 0, 7.831111E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_27_566.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_27_566.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_27_566.jpg, 0, 0, 0, 7.781739E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_27_667.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_27_667.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_27_667.jpg, 0, 0, 0, 7.843388E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_27_768.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_27_768.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_27_768.jpg, 0, 0, 0, 7.871463E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_27_871.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_27_871.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_27_871.jpg, 0, 0, 0, 7.914113E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_27_973.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_27_973.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_27_973.jpg, 0, 0, 0, 7.790107E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_28_076.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_28_076.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_28_076.jpg, 0, 0, 0, 7.775688E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_28_179.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_28_179.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_28_179.jpg, 0, 0, 0, 8.155398E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_28_280.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_28_280.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_28_280.jpg, 0, 0, 0, 8.237413E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_28_381.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_28_381.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_28_381.jpg, 0, 0, 0, 7.843072E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_28_484.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_28_484.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_28_484.jpg, 0, 0, 0, 7.784436E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_28_586.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_28_586.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_28_586.jpg, 0, 0, 0, 7.855294E-05
C:\Users\ektar\Downloads\cardata\IMG\center_2024_07_08_21_44_28_689.jpg, C:\Users\ektar\Downloads\cardata\IMG\left_2024_07_08_21_44_28_689.jpg, C:\Users\ektar\Downloads\cardata\IMG\right_2024_07_08_21_44_28_689.jpg, 0, 0, 0, 7.790533E-05
